Normal 0,Normal 1,Normal 2,Normal 3,Normal 4,Normal 5,Normal 6,Normal 7,Normal 8,Normal 9,Normal 10,Normal 11,Normal 12,Normal 13,Normal 14,Normal 15,Normal 16,Normal 17
94.05341,,,,,,,,,,,,,102.422,,,,
96.07339,,,,,,,,,,,,,100.1483,,,,
97.9614,,,,,,,,,,,,,101.2163,,,,
96.699,,,,,,,,,,,,,99.5847,,,,
97.7755,,,,,,,,,,,,,98.2359,,,,
98.3902,,,,,,,,,,,,,99.9422,,,,
97.6414,,,,,,,,,,,,,102.1254,,,,
96.4306,,,,,,,,,,,,,103.0868,,,,
96.2702,,,,,,,,,,,,,103.5352,,,,
95.2244,,,,,,,,,,,,,103.9252,,,,
94.6606,,,,,,,,,,,,,103.2186,,,,
95.6408,,,,,,,,,,,,,104.3198,,,,
96.96819,,,,,,,,,,,,,102.3302,,,,
97.9352,,,,,,,,,,,,,99.5475,,,,
97.0906,,,,,,,,,,,,,98.6213,,,,
95.8865,,,,,,,,,,,,,98.6851,,,,
98.2803,,,,,,,,,,,,,98.2327,,,,
97.37189,,,,,,,,,,,,,97.8302,,,,
97.1944,,,,,,,,,,,,,98.3215,,,,
97.4453,,,,,,,,,,,,,99.9349,,,,
94.9959,,,,,,,,,,,,,99.3848,,,,
95.7389,,,,,,,,,,,,,99.2566,,,,
97.4687,,,,,,,,,,,,,97.5111,,,,
96.31689,,,,,,,,,,,,,96.7513,,,,
96.8131,,,,,,,,,,,,,97.05,,,,
97.069,,,,,,,,,,,,,98.3693,,,,
97.0217,,,,,,,,,,,,,97.5209,,,,
97.3182,,,,,,,,,,,,,98.9275,,,,
97.0449,,,,,,,,,,,,,97.7126,,,,
99.278,,,,,,,,,,,,,97.3204,,,,
99.7873,,,,,,,,,,,,,97.3656,,,,
97.305,,,,,,,,,,,,,98.09541,,,,
97.9583,,,,,,,,,,,,,97.9183,,,,
95.4177,,,,,,,,,,,,,96.9904,,,,
98.1159,,,,,,,,,,,,,96.3861,,,,
98.599,,,,,,,,,,,,,96.1656,,,,
97.0791,,,,,,,,,,,,,96.5708,,,,
97.0517,,,,,,,,,,,,,98.1843,,,,
95.34911,,,,,,,,,,,,,99.4691,,,,
95.4157,,,,,,,,,,,,,99.4542,,,,
95.077,,,,,,,,,,,,,98.669,,,,
96.5652,,,,,,,,,,,,,99.6879,,,,
96.1295,,,,,,,,,,,,,99.9909,,,,
95.9203,,,,,,,,,,,,,98.4972,,,,
96.75581,,,,,,,,,,,,,99.6079,,,,
96.1051,,,,,,,,,,,,,100.366,,,,
98.3223,,,,,,,,,,,,,100.3816,,,,
98.1921,,,,,,,,,,,,,99.7472,,,,
98.4178,,,,,,,,,,,,,99.6348,,,,
99.2626,,,,,,,,,,,,,100.5294,,,,
96.36,,,,,,,,,,,,,99.5016,,,,
96.596,,,,,,,,,,,,,99.7971,,,,
97.631,,,,,,,,,,,,,101.0907,,,,
96.519,,,,,,,,,,,,,99.9543,,,,
97.3111,,,,,,,,,,,,,99.7289,,,,
99.24741,,,,,,,,,,,,,100.9662,,,,
99.2453,,,,,,,,,,,,,100.385,,,,
98.1271,,,,,,,,,,,,,99.4612,,,,
98.7923,,,,,,,,,,,,,98.9191,,,,
99.0839,,,,,,,,,,,,,98.167,,,,
99.06651,,,,,,,,,,,,,100.235,,,,
99.4864,,,,,,,,,,,,,100.4452,,,,
97.2933,,,,,,,,,,,,,98.9984,,,,
96.4447,,,,,,,,,,,,,98.7489,,,,
96.8919,,,,,,,,,,,,,99.172,,,,
96.2941,,,,,,,,,,,,,97.68591,,,,
97.1422,,,,,,,,,,,,,98.8339,,,,
97.9401,,,,,,,,,,,,,96.9452,,,,
98.4795,,,,,,,,,,,,,97.9073,,,,
99.9493,,,,,,,,,,,,,97.7686,,,,
99.2169,,,,,,,,,,,,,97.56969,,,,
99.3445,,,,,,,,,,,,,99.0655,,,,
99.7547,,,,,,,,,,,,,99.851,,,,
100.0657,,,,,,,,,,,,,97.7767,,,,
101.3219,,,,,,,,,,,,,97.6992,,,,
99.1176,,,,,,,,,,,,,97.8252,,,,
98.5467,,,,,,,,,,,,,98.6588,,,,
99.2678,,,,,,,,,,,,,100.5077,,,,
98.0625,,,,,,,,,,,,,101.1942,,,,
98.8071,,,,,,,,,,,,,99.8778,,,,
98.3145,,,,,,,,,,,,,99.3193,,,,
98.7379,,,,,,,,,,,,,100.3263,,,,
100.3126,,,,,,,,,,,,,100.6868,,,,
98.8265,,,,,,,,,,,,,100.2603,,,,
100.1382,,,,,,,,,,,,,99.1687,,,,
98.5117,,,,,,,,,,,,,97.746,,,,
96.5696,,,,,,,,,,,,,97.7353,,,,
95.6589,,,,,,,,,,,,,99.24619,,,,
98.3681,,,,,,,,,,,,,98.55441,,,,
98.6653,,,,,,,,,,,,,98.3605,,,,
98.9274,,,,,,,,,,,,,98.39709,,,,
97.9753,,,,,,,,,,,,,99.8615,,,,
96.2071,,,,,,,,,,,,,98.5546,,,,
96.44749,,,,,,,,,,,,,98.2333,,,,
96.41821,,,,,,,,,,,,,100.9801,,,,
97.1767,,,,,,,,,,,,,101.4934,,,,
96.37811,,,,,,,,,,,,,100.7272,,,,
95.10439,,,,,,,,,,,,,100.3601,,,,
95.0462,,,,,,,,,,,,,102.1318,,,,
92.6981,,,,,,,,,,,,,100.4296,,,,
93.0888,,,,,,,,,,,,,99.0958,,,,
93.1656,,,,,,,,,,,,,98.6721,,,,
93.3096,,,,,,,,,,,,,100.3662,,,,
95.4246,,,,,,,,,,,,,100.1285,,,,
96.2049,,,,,,,,,,,,,101.0312,,,,
96.1646,,,,,,,,,,,,,100.025,,,,
94.27219,,,,,,,,,,,,,99.5299,,,,
94.8001,,,,,,,,,,,,,102.8633,,,,
95.8454,,,,,,,,,,,,,102.0549,,,,
95.527,,,,,,,,,,,,,102.9818,,,,
95.7152,,,,,,,,,,,,,101.5505,,,,
97.16241,,,,,,,,,,,,,100.9474,,,,
97.7915,,,,,,,,,,,,,99.34821,,,,
98.7182,,,,,,,,,,,,,100.3063,,,,
100.2359,,,,,,,,,,,,,101.1027,,,,
100.2952,,,,,,,,,,,,,99.2027,,,,
100.4311,,,,,,,,,,,,,97.4387,,,,
99.4937,,,,,,,,,,,,,96.3554,,,,
97.5924,,,,,,,,,,,,,95.3578,,,,
98.85899,,,,,,,,,,,,,95.9797,,,,
97.6584,,,,,,,,,,,,,95.415,,,,
96.6793,,,,,,,,,,,,,94.2612,,,,
95.5107,,,,,,,,,,,,,95.3995,,,,
96.6788,,,,,,,,,,,,,96.36861,,,,
95.7288,,,,,,,,,,,,,95.103,,,,
94.8996,,,,,,,,,,,,,95.3096,,,,
95.6329,,,,,,,,,,,,,96.6624,,,,
97.0557,,,,,,,,,,,,,94.5236,,,,
96.9775,,,,,,,,,,,,,95.4,,,,
96.968,,,,,,,,,,,,,96.5112,,,,
96.1551,,,,,,,,,,,,,97.6864,,,,
97.0312,,,,,,,,,,,,,97.8715,,,,
97.0907,,,,,,,,,,,,,97.5391,,,,
96.7579,,,,,,,,,,,,,97.4904,,,,
97.521,,,,,,,,,,,,,97.8667,,,,
97.873,,,,,,,,,,,,,100.5696,,,,
97.6496,,,,,,,,,,,,,99.758,,,,
98.59991,,,,,,,,,,,,,100.2652,,,,
98.3568,,,,,,,,,,,,,98.3836,,,,
97.4391,,,,,,,,,,,,,98.6964,,,,
98.4757,,,,,,,,,,,,,97.6842,,,,
97.4627,,,,,,,,,,,,,97.90051,,,,
97.8223,,,,,,,,,,,,,97.5905,,,,
95.7277,,,,,,,,,,,,,97.7823,,,,
95.7122,,,,,,,,,,,,,97.3171,,,,
97.837,,,,,,,,,,,,,96.8362,,,,
97.0698,,,,,,,,,,,,,96.7871,,,,
97.1542,,,,,,,,,,,,,95.7899,,,,
97.7116,,,,,,,,,,,,,96.1912,,,,
96.3239,,,,,,,,,,,,,98.1317,,,,
95.5074,,,,,,,,,,,,,101.0193,,,,
94.5651,,,,,,,,,,,,,102.6322,,,,
94.5467,,,,,,,,,,,,,102.0553,,,,
96.9718,,,,,,,,,,,,,102.2242,,,,
97.33379,,,,,,,,,,,,,103.2195,,,,
96.1395,,,,,,,,,,,,,103.0918,,,,
94.0479,,,,,,,,,,,,,101.7172,,,,
93.3289,,,,,,,,,,,,,100.1621,,,,
93.396,,,,,,,,,,,,,100.9893,,,,
94.2653,,,,,,,,,,,,,99.4612,,,,
94.8146,,,,,,,,,,,,,100.1343,,,,
95.6975,,,,,,,,,,,,,99.0903,,,,
96.0042,,,,,,,,,,,,,97.8685,,,,
95.33459,,,,,,,,,,,,,97.4402,,,,
95.87399,,,,,,,,,,,,,97.5063,,,,
98.4471,,,,,,,,,,,,,95.8988,,,,
97.15549,,,,,,,,,,,,,97.0686,,,,
98.5651,,,,,,,,,,,,,97.9002,,,,
101.0038,,,,,,,,,,,,,97.887,,,,
99.0254,,,,,,,,,,,,,98.3828,,,,
99.535,,,,,,,,,,,,,98.3707,,,,
97.4925,,,,,,,,,,,,,99.1289,,,,
97.8867,,,,,,,,,,,,,99.4839,,,,
98.1275,,,,,,,,,,,,,98.9371,,,,
97.0096,,,,,,,,,,,,,97.2319,,,,
98.3654,,,,,,,,,,,,,97.96381,,,,
98.561,,,,,,,,,,,,,97.0195,,,,
99.4266,,,,,,,,,,,,,99.2095,,,,
100.3485,,,,,,,,,,,,,100.4916,,,,
97.8844,,,,,,,,,,,,,100.4593,,,,
97.0227,,,,,,,,,,,,,98.8023,,,,
95.2385,,,,,,,,,,,,,99.4861,,,,
93.8642,,,,,,,,,,,,,98.288,,,,
95.8833,,,,,,,,,,,,,98.9813,,,,
94.8596,,,,,,,,,,,,,98.6875,,,,
94.8301,,,,,,,,,,,,,97.0837,,,,
94.7166,,,,,,,,,,,,,95.26991,,,,
95.0457,,,,,,,,,,,,,95.29411,,,,
93.8298,,,,,,,,,,,,,95.3954,,,,
92.7604,,,,,,,,,,,,,94.6203,,,,
92.6894,,,,,,,,,,,,,96.24,,,,
93.6171,,,,,,,,,,,,,97.731,,,,
93.9632,,,,,,,,,,,,,98.25819,,,,
95.6343,,,,,,,,,,,,,97.5529,,,,
97.2339,,,,,,,,,,,,,98.4927,,,,
96.9311,,,,,,,,,,,,,97.444,,,,
97.0278,,,,,,,,,,,,,99.8679,,,,
98.18761,,,,,,,,,,,,,98.6243,,,,
96.7024,,,,,,,,,,,,,100.7784,,,,
96.572,,,,,,,,,,,,,98.9764,,,,
95.6998,,,,,,,,,,,,,97.9138,,,,
97.0807,,,,,,,,,,,,,97.63091,,,,
97.2119,,,,,,,,,,,,,99.85979,,,,
98.3257,,,,,,,,,,,,,97.7318,,,,
97.4819,,,,,,,,,,,,,99.59,,,,
98.7705,,,,,,,,,,,,,99.8339,,,,
98.29601,,,,,,,,,,,,,99.1239,,,,
97.2896,,,,,,,,,,,,,98.5153,,,,
95.8862,,,,,,,,,,,,,98.81419,,,,
95.2562,,,,,,,,,,,,,96.0979,,,,
95.33549,,,,,,,,,,,,,92.7708,,,,
96.7766,,,,,,,,,,,,,92.7564,,,,
97.2076,,,,,,,,,,,,,93.8153,,,,
97.2278,,,,,,,,,,,,,95.5998,,,,
98.2375,,,,,,,,,,,,,95.57,,,,
97.9693,,,,,,,,,,,,,99.063,,,,
97.7778,,,,,,,,,,,,,100.002,,,,
96.9261,,,,,,,,,,,,,97.8786,,,,
96.53139,,,,,,,,,,,,,98.4974,,,,
94.7783,,,,,,,,,,,,,98.4798,,,,
95.6922,,,,,,,,,,,,,100.1424,,,,
94.8684,,,,,,,,,,,,,99.7713,,,,
94.7059,,,,,,,,,,,,,98.5677,,,,
95.5645,,,,,,,,,,,,,98.9306,,,,
95.5776,,,,,,,,,,,,,98.74519,,,,
95.2025,,,,,,,,,,,,,98.781,,,,
96.8952,,,,,,,,,,,,,97.9489,,,,
97.0747,,,,,,,,,,,,,98.1985,,,,
97.45,,,,,,,,,,,,,98.1031,,,,
96.8785,,,,,,,,,,,,,96.8128,,,,
96.2021,,,,,,,,,,,,,99.3718,,,,
95.27319,,,,,,,,,,,,,99.1524,,,,
94.18159,,,,,,,,,,,,,100.3915,,,,
93.3516,,,,,,,,,,,,,99.6579,,,,
93.6701,,,,,,,,,,,,,100.169,,,,
94.5951,,,,,,,,,,,,,102.4055,,,,
92.9492,,,,,,,,,,,,,100.5141,,,,
93.09689,,,,,,,,,,,,,101.9882,,,,
93.7931,,,,,,,,,,,,,100.7315,,,,
93.9174,,,,,,,,,,,,,101.9139,,,,
94.3918,,,,,,,,,,,,,99.1167,,,,
93.6748,,,,,,,,,,,,,99.815,,,,
95.4595,,,,,,,,,,,,,99.2369,,,,
97.158,,,,,,,,,,,,,99.3759,,,,
98.1578,,,,,,,,,,,,,97.2295,,,,
97.4451,,,,,,,,,,,,,98.2068,,,,
97.7641,,,,,,,,,,,,,97.9508,,,,
98.8594,,,,,,,,,,,,,97.2202,,,,
97.8916,,,,,,,,,,,,,98.1287,,,,
100.3652,,,,,,,,,,,,,99.0725,,,,
99.7061,,,,,,,,,,,,,99.1683,,,,
99.6315,,,,,,,,,,,,,97.717,,,,
99.4604,,,,,,,,,,,,,96.1885,,,,
97.2991,,,,,,,,,,,,,98.2201,,,,
98.5457,,,,,,,,,,,,,101.1415,,,,
97.2308,,,,,,,,,,,,,100.0894,,,,
98.6688,,,,,,,,,,,,,100.2273,,,,
99.297,,,,,,,,,,,,,99.5801,,,,
101.799,,,,,,,,,,,,,99.3682,,,,
102.1299,,,,,,,,,,,,,98.3429,,,,
102.031,,,,,,,,,,,,,95.0304,,,,
100.9575,,,,,,,,,,,,,94.8383,,,,
101.1762,,,,,,,,,,,,,97.0388,,,,
99.5967,,,,,,,,,,,,,96.46301,,,,
99.6155,,,,,,,,,,,,,96.4619,,,,
98.8616,,,,,,,,,,,,,96.0501,,,,
100.1531,,,,,,,,,,,,,96.6724,,,,
99.6507,,,,,,,,,,,,,98.5772,,,,
98.5862,,,,,,,,,,,,,98.08141,,,,
99.2664,,,,,,,,,,,,,97.6064,,,,
99.2914,,,,,,,,,,,,,98.6031,,,,
97.7713,,,,,,,,,,,,,98.409,,,,
98.8356,,,,,,,,,,,,,99.1676,,,,
98.094,,,,,,,,,,,,,100.062,,,,
98.5477,,,,,,,,,,,,,101.9701,,,,
98.2733,,,,,,,,,,,,,101.0925,,,,
100.036,,,,,,,,,,,,,101.3786,,,,
99.6132,,,,,,,,,,,,,101.8406,,,,
98.69,,,,,,,,,,,,,102.5678,,,,
98.3735,,,,,,,,,,,,,104.268,,,,
98.3888,,,,,,,,,,,,,103.6084,,,,
98.5542,,,,,,,,,,,,,105.529,,,,
96.4819,,,,,,,,,,,,,103.4791,,,,
96.6513,,,,,,,,,,,,,102.2829,,,,
96.1636,,,,,,,,,,,,,100.8487,,,,
95.8858,,,,,,,,,,,,,101.6835,,,,
96.607,,,,,,,,,,,,,100.8404,,,,
97.7481,,,,,,,,,,,,,101.8496,,,,
98.7131,,,,,,,,,,,,,103.4282,,,,
97.8148,,,,,,,,,,,,,101.1043,,,,
96.2705,,,,,,,,,,,,,103.9875,,,,
97.31561,,,,,,,,,,,,,103.6274,,,,
97.0947,,,,,,,,,,,,,101.982,,,,
95.7931,,,,,,,,,,,,,103.3002,,,,
96.1925,,,,,,,,,,,,,104.1926,,,,
97.1927,,,,,,,,,,,,,103.1558,,,,
97.8431,,,,,,,,,,,,,102.6556,,,,
96.6567,,,,,,,,,,,,,102.3184,,,,
94.2048,,,,,,,,,,,,,99.9391,,,,
94.611,,,,,,,,,,,,,98.558,,,,
93.9312,,,,,,,,,,,,,99.4398,,,,
95.3398,,,,,,,,,,,,,97.1366,,,,
94.7679,,,,,,,,,,,,,98.3649,,,,
95.5566,,,,,,,,,,,,,96.5281,,,,
96.8554,,,,,,,,,,,,,95.3825,,,,
96.3196,,,,,,,,,,,,,96.36291,,,,
97.2348,,,,,,,,,,,,,95.8359,,,,
98.6559,,,,,,,,,,,,,97.81561,,,,
99.2104,,,,,,,,,,,,,98.6929,,,,
98.8477,,,,,,,,,,,,,102.4703,,,,
97.74191,,,,,,,,,,,,,101.9028,,,,
97.7443,,,,,,,,,,,,,99.7676,,,,
97.4432,,,,,,,,,,,,,98.429,,,,
97.4357,,,,,,,,,,,,,97.9765,,,,
96.9534,,,,,,,,,,,,,96.9577,,,,
96.8425,,,,,,,,,,,,,98.5008,,,,
96.30099,,,,,,,,,,,,,98.3695,,,,
95.7532,,,,,,,,,,,,,98.9754,,,,
95.4016,,,,,,,,,,,,,98.1832,,,,
96.0954,,,,,,,,,,,,,97.16399,,,,
94.6968,,,,,,,,,,,,,96.59171,,,,
93.7589,,,,,,,,,,,,,97.0034,,,,
97.0191,,,,,,,,,,,,,97.731,,,,
98.304,,,,,,,,,,,,,97.1137,,,,
97.6402,,,,,,,,,,,,,98.0,,,,
99.1633,,,,,,,,,,,,,99.0,,,,
98.7991,,,,,,,,,,,,,99.1129,,,,
97.17609,,,,,,,,,,,,,98.2109,,,,
98.866,,,,,,,,,,,,,97.26151,,,,
98.081,,,,,,,,,,,,,96.4474,,,,
97.5365,,,,,,,,,,,,,96.9082,,,,
98.5311,,,,,,,,,,,,,98.1768,,,,
98.1857,,,,,,,,,,,,,96.4063,,,,
98.3263,,,,,,,,,,,,,97.484,,,,
100.3513,,,,,,,,,,,,,98.42229,,,,
97.5695,,,,,,,,,,,,,97.5946,,,,
97.8923,,,,,,,,,,,,,96.1625,,,,
98.09959,,,,,,,,,,,,,96.0629,,,,
99.9675,,,,,,,,,,,,,96.6657,,,,
99.6171,,,,,,,,,,,,,97.0504,,,,
101.889,,,,,,,,,,,,,97.384,,,,
101.2002,,,,,,,,,,,,,97.5,,,,
100.9053,,,,,,,,,,,,,96.5853,,,,
101.4931,,,,,,,,,,,,,98.8158,,,,
100.9414,,,,,,,,,,,,,98.9722,,,,
100.5348,,,,,,,,,,,,,99.9194,,,,
99.7196,,,,,,,,,,,,,100.8489,,,,
98.1083,,,,,,,,,,,,,101.5167,,,,
99.1366,,,,,,,,,,,,,101.1215,,,,
100.1183,,,,,,,,,,,,,100.8483,,,,
99.3396,,,,,,,,,,,,,102.6201,,,,
98.5931,,,,,,,,,,,,,99.7002,,,,
96.84389,,,,,,,,,,,,,98.1254,,,,
97.449,,,,,,,,,,,,,97.9258,,,,
97.6351,,,,,,,,,,,,,97.04411,,,,
99.0125,,,,,,,,,,,,,98.5523,,,,
97.8609,,,,,,,,,,,,,99.7307,,,,
97.8183,,,,,,,,,,,,,98.7936,,,,
98.9365,,,,,,,,,,,,,100.7403,,,,
96.6837,,,,,,,,,,,,,100.9315,,,,
95.15041,,,,,,,,,,,,,99.7398,,,,
95.4778,,,,,,,,,,,,,99.8284,,,,
95.8769,,,,,,,,,,,,,99.8824,,,,
96.4854,,,,,,,,,,,,,99.8162,,,,
96.9382,,,,,,,,,,,,,101.4499,,,,
97.0575,,,,,,,,,,,,,101.4499,,,,
96.6797,,,,,,,,,,,,,102.2598,,,,
96.8717,,,,,,,,,,,,,101.6668,,,,
97.2094,,,,,,,,,,,,,101.841,,,,
97.6842,,,,,,,,,,,,,100.4673,,,,
97.44469,,,,,,,,,,,,,101.4279,,,,
96.943,,,,,,,,,,,,,102.1937,,,,
97.6561,,,,,,,,,,,,,100.9543,,,,
97.6533,,,,,,,,,,,,,101.1759,,,,
97.716,,,,,,,,,,,,,99.8168,,,,
96.2619,,,,,,,,,,,,,99.3184,,,,
96.9866,,,,,,,,,,,,,100.0378,,,,
96.8657,,,,,,,,,,,,,100.9151,,,,
96.5264,,,,,,,,,,,,,102.7481,,,,
96.4992,,,,,,,,,,,,,101.3178,,,,
95.8063,,,,,,,,,,,,,101.4017,,,,
94.7524,,,,,,,,,,,,,100.113,,,,
94.5848,,,,,,,,,,,,,102.2867,,,,
95.2787,,,,,,,,,,,,,102.1472,,,,
97.6773,,,,,,,,,,,,,102.2579,,,,
98.5839,,,,,,,,,,,,,101.1543,,,,
98.6786,,,,,,,,,,,,,101.1287,,,,
99.8006,,,,,,,,,,,,,99.7472,,,,
99.8388,,,,,,,,,,,,,97.6441,,,,
101.3205,,,,,,,,,,,,,97.49551,,,,
100.6568,,,,,,,,,,,,,98.6132,,,,
101.0336,,,,,,,,,,,,,99.3556,,,,
102.3736,,,,,,,,,,,,,97.6298,,,,
102.059,,,,,,,,,,,,,98.8601,,,,
101.2807,,,,,,,,,,,,,99.2998,,,,
100.0672,,,,,,,,,,,,,100.4458,,,,
100.6108,,,,,,,,,,,,,99.6064,,,,
100.8397,,,,,,,,,,,,,98.7076,,,,
100.23,,,,,,,,,,,,,99.7583,,,,
98.1368,,,,,,,,,,,,,100.2944,,,,
97.37981,,,,,,,,,,,,,98.305,,,,
96.7613,,,,,,,,,,,,,97.4214,,,,
97.6744,,,,,,,,,,,,,97.1063,,,,
95.9967,,,,,,,,,,,,,97.295,,,,
97.2962,,,,,,,,,,,,,95.5475,,,,
95.832,,,,,,,,,,,,,94.4326,,,,
96.8263,,,,,,,,,,,,,95.2065,,,,
96.0179,,,,,,,,,,,,,93.9549,,,,
95.4221,,,,,,,,,,,,,93.6525,,,,
94.6917,,,,,,,,,,,,,91.6984,,,,
92.9107,,,,,,,,,,,,,92.7208,,,,
93.2453,,,,,,,,,,,,,93.2039,,,,
95.7657,,,,,,,,,,,,,94.4073,,,,
96.4116,,,,,,,,,,,,,94.439,,,,
96.8004,,,,,,,,,,,,,95.94991,,,,
97.4524,,,,,,,,,,,,,95.8123,,,,
95.65781,,,,,,,,,,,,,96.9417,,,,
95.5511,,,,,,,,,,,,,98.3875,,,,
97.1227,,,,,,,,,,,,,98.5889,,,,
96.3118,,,,,,,,,,,,,98.8684,,,,
97.5495,,,,,,,,,,,,,99.2987,,,,
96.4847,,,,,,,,,,,,,99.9566,,,,
95.9119,,,,,,,,,,,,,102.4166,,,,
97.1273,,,,,,,,,,,,,102.5341,,,,
97.5904,,,,,,,,,,,,,100.6673,,,,
97.7086,,,,,,,,,,,,,101.0599,,,,
98.306,,,,,,,,,,,,,100.9652,,,,
98.7682,,,,,,,,,,,,,99.9468,,,,
97.3849,,,,,,,,,,,,,100.5459,,,,
98.70541,,,,,,,,,,,,,99.7255,,,,
98.0692,,,,,,,,,,,,,99.8808,,,,
98.031,,,,,,,,,,,,,100.9772,,,,
98.5929,,,,,,,,,,,,,101.8831,,,,
97.3709,,,,,,,,,,,,,101.7917,,,,
97.5483,,,,,,,,,,,,,101.1188,,,,
98.8976,,,,,,,,,,,,,100.2788,,,,
98.0922,,,,,,,,,,,,,100.9476,,,,
98.119,,,,,,,,,,,,,102.1762,,,,
96.8263,,,,,,,,,,,,,100.274,,,,
96.9394,,,,,,,,,,,,,101.3269,,,,
96.8287,,,,,,,,,,,,,102.6193,,,,
95.99281,,,,,,,,,,,,,102.6905,,,,
96.849,,,,,,,,,,,,,100.6732,,,,
97.3672,,,,,,,,,,,,,100.7853,,,,
97.5087,,,,,,,,,,,,,100.1953,,,,
97.8268,,,,,,,,,,,,,98.6021,,,,
99.1505,,,,,,,,,,,,,98.3157,,,,
99.7048,,,,,,,,,,,,,98.05029,,,,
102.1584,,,,,,,,,,,,,96.4287,,,,
102.338,,,,,,,,,,,,,95.159,,,,
102.3951,,,,,,,,,,,,,95.9347,,,,
102.8665,,,,,,,,,,,,,96.5922,,,,
100.2543,,,,,,,,,,,,,97.0109,,,,
100.0515,,,,,,,,,,,,,96.5182,,,,
100.177,,,,,,,,,,,,,98.3327,,,,
100.1666,,,,,,,,,,,,,99.3836,,,,
100.0092,,,,,,,,,,,,,101.2915,,,,
100.0707,,,,,,,,,,,,,103.4554,,,,
99.6994,,,,,,,,,,,,,102.8089,,,,
99.8134,,,,,,,,,,,,,103.6901,,,,
100.5759,,,,,,,,,,,,,103.862,,,,
99.7569,,,,,,,,,,,,,103.1575,,,,
99.8583,,,,,,,,,,,,,102.5744,,,,
99.2654,,,,,,,,,,,,,99.9111,,,,
99.8393,,,,,,,,,,,,,98.7359,,,,
97.8974,,,,,,,,,,,,,96.3569,,,,
97.7455,,,,,,,,,,,,,96.9251,,,,
97.9823,,,,,,,,,,,,,98.1012,,,,
97.3667,,,,,,,,,,,,,96.95869,,,,
98.1348,,,,,,,,,,,,,96.0466,,,,
99.7144,,,,,,,,,,,,,96.817,,,,
97.9535,,,,,,,,,,,,,98.2496,,,,
96.5272,,,,,,,,,,,,,97.61311,,,,
96.3002,,,,,,,,,,,,,96.5421,,,,
98.7454,,,,,,,,,,,,,95.8286,,,,
99.2533,,,,,,,,,,,,,95.947,,,,
98.2177,,,,,,,,,,,,,95.0711,,,,
97.8443,,,,,,,,,,,,,94.7222,,,,
96.68909,,,,,,,,,,,,,95.43439,,,,
95.9812,,,,,,,,,,,,,97.4228,,,,
99.01099,,,,,,,,,,,,,97.9796,,,,
98.5647,,,,,,,,,,,,,100.7412,,,,
99.8681,,,,,,,,,,,,,97.8688,,,,
100.4958,,,,,,,,,,,,,98.3117,,,,
99.272,,,,,,,,,,,,,97.9497,,,,
97.64301,,,,,,,,,,,,,98.37199,,,,
96.78699,,,,,,,,,,,,,97.4485,,,,
96.228,,,,,,,,,,,,,96.4846,,,,
94.4357,,,,,,,,,,,,,97.7819,,,,
97.0888,,,,,,,,,,,,,95.5737,,,,
100.4007,,,,,,,,,,,,,95.4874,,,,
99.6799,,,,,,,,,,,,,97.4759,,,,
99.755,,,,,,,,,,,,,95.6742,,,,
100.1668,,,,,,,,,,,,,97.4258,,,,
98.9697,,,,,,,,,,,,,96.94469,,,,
98.0541,,,,,,,,,,,,,96.4434,,,,
98.2401,,,,,,,,,,,,,95.8113,,,,
97.5431,,,,,,,,,,,,,96.1334,,,,
98.0907,,,,,,,,,,,,,94.33791,,,,
98.8284,,,,,,,,,,,,,95.763,,,,
97.5344,,,,,,,,,,,,,97.4025,,,,
95.6361,,,,,,,,,,,,,97.5993,,,,
93.3176,,,,,,,,,,,,,97.31499,,,,
92.9583,,,,,,,,,,,,,95.9554,,,,
93.7678,,,,,,,,,,,,,93.7308,,,,
93.6064,,,,,,,,,,,,,96.8911,,,,
93.3676,,,,,,,,,,,,,98.24641,,,,
93.9974,,,,,,,,,,,,,98.24609,,,,
93.2021,,,,,,,,,,,,,96.6479,,,,
94.9693,,,,,,,,,,,,,96.1542,,,,
94.8484,,,,,,,,,,,,,96.7931,,,,
95.00391,,,,,,,,,,,,,97.3872,,,,
94.2903,,,,,,,,,,,,,98.0782,,,,
95.2502,,,,,,,,,,,,,100.9683,,,,
90.9115,,,,,,,,,,,,,100.7843,,,,
92.3716,,,,,,,,,,,,,100.1746,,,,
91.7036,,,,,,,,,,,,,100.0089,,,,
92.9095,,,,,,,,,,,,,99.1653,,,,
93.0089,,,,,,,,,,,,,99.2858,,,,
93.8581,,,,,,,,,,,,,99.538,,,,
94.01089,,,,,,,,,,,,,98.7836,,,,
94.0696,,,,,,,,,,,,,97.0968,,,,
94.8193,,,,,,,,,,,,,97.73711,,,,
96.1524,,,,,,,,,,,,,100.1159,,,,
94.9734,,,,,,,,,,,,,99.2318,,,,
93.4887,,,,,,,,,,,,,99.1632,,,,
94.0106,,,,,,,,,,,,,101.0565,,,,
94.321,,,,,,,,,,,,,102.4465,,,,
95.27579,,,,,,,,,,,,,103.0503,,,,
93.8921,,,,,,,,,,,,,102.104,,,,
93.124,,,,,,,,,,,,,102.0296,,,,
91.1677,,,,,,,,,,,,,101.4983,,,,
94.211,,,,,,,,,,,,,100.58,,,,
94.312,,,,,,,,,,,,,98.6631,,,,
96.1914,,,,,,,,,,,,,98.6382,,,,
98.5235,,,,,,,,,,,,,96.4028,,,,
97.1289,,,,,,,,,,,,,95.701,,,,
97.0689,,,,,,,,,,,,,95.8372,,,,
