24/02/2015 11:20,30/04/2015 13:10,22/06/2015 07:31,20/10/2015 09:18
97.5199,99.5683,95.1668,98.912
97.8829,99.8587,94.8829,100.9563
98.4292,99.2658,95.1293,99.09869
97.564,97.6488,95.9463,99.05099
96.7856,96.8525,97.09859,100.117
95.455,98.203,97.7921,99.3174
94.325,97.3176,98.2309,98.7403
96.0214,96.1348,98.1758,98.5446
96.4024,97.0803,97.5803,97.8922
94.73911,98.0409,98.9267,98.4974
92.5599,98.8848,97.9444,97.97971
93.2787,100.8264,99.3589,98.6469
92.7963,99.4018,97.3571,100.9121
94.5461,98.8046,98.5082,99.2308
94.6041,97.8614,98.5788,100.2119
95.7165,97.0312,97.9367,102.1718
94.6529,97.9223,96.1652,103.3854
94.78999,98.65459,96.7352,102.4835
96.6212,97.2748,97.2453,104.09
96.6653,97.1584,97.7922,104.6785
95.1263,98.1002,97.7682,105.4746
94.4614,99.40891,96.3291,104.8084
94.1359,99.1519,96.32,104.0483
93.2609,99.8109,97.3094,102.6039
94.2336,100.1337,97.4478,100.2537
95.6453,99.0876,96.833,101.9736
95.9466,98.3254,96.6131,102.2431
95.7467,99.8683,97.0313,102.6748
93.9918,100.3028,97.3221,103.9246
92.4264,99.8481,97.53371,103.3222
93.31081,100.5216,98.6994,103.4082
93.3984,100.0201,98.951,103.7105
93.3519,99.7422,100.0251,100.7967
93.1647,99.2396,102.5527,98.9599
94.1836,98.3692,102.6692,98.86501
95.2692,97.6149,104.1738,99.4813
93.0535,100.1492,103.7746,101.3749
93.1282,98.5643,101.3573,102.9128
95.3352,97.3225,100.5368,103.5556
94.4593,97.9873,100.4514,102.4515
93.53909,97.8648,99.619,100.9714
93.8665,97.3376,99.4279,100.7879
94.49149,99.7626,99.1603,100.646
94.162,100.184,97.653,100.3677
94.3225,99.3165,99.7629,101.5995
96.4092,97.10931,100.2482,100.9385
95.837,97.57249,99.7179,101.5478
95.5545,97.9587,100.0806,100.5121
95.0121,98.13261,99.1157,101.7586
94.6271,95.76521,98.74741,102.0152
95.8153,98.7759,100.1421,99.9993
96.49039,99.1149,97.8308,101.0507
97.6112,99.7139,96.2088,101.6973
95.4107,100.1488,96.3013,102.1965
96.06219,101.4494,97.4744,101.8298
97.7475,101.9355,97.8487,101.1014
97.15981,101.5667,97.8517,100.094
97.77911,101.8297,97.8567,98.808
96.6552,101.1736,97.1197,99.6808
96.8344,101.266,97.6899,99.1076
96.4905,99.9972,98.2244,97.9876
96.4688,98.27219,98.0846,99.037
96.3974,100.4417,99.6637,97.2785
96.3866,100.6499,99.3811,98.3242
98.0488,101.4821,99.5034,98.7701
96.1421,100.3258,99.2402,98.0064
98.3754,100.769,98.8606,97.9903
96.93259,99.67059,99.2041,96.8407
95.6949,99.5712,99.2233,97.2313
94.3692,98.1422,97.0461,97.0917
92.7342,97.6748,95.8084,96.8949
92.1266,98.1893,94.9845,96.1107
91.726,97.0961,93.1125,96.4903
92.9652,96.2834,93.70219,96.7506
93.3202,96.7158,93.4982,95.4268
93.5902,97.533,92.1269,95.35519
93.3832,96.1675,93.7343,96.7181
95.0722,97.9522,94.86,98.4959
94.6431,97.5068,96.8403,97.4271
96.945,97.3812,97.3345,96.4808
96.8072,97.9721,97.36079,95.7653
94.0817,97.2453,97.1768,95.2442
94.8265,97.39001,97.2327,93.97179
95.6892,96.4305,98.6386,95.28461
96.985,96.8565,100.4594,95.1346
97.7123,97.2408,98.6941,94.3582
96.939,96.109,98.8189,97.97939
97.4664,98.7938,97.9389,99.5015
97.3871,98.841,100.9171,98.6736
97.3694,100.8287,101.3116,100.7333
95.6882,100.1574,100.1714,100.2048
94.5406,100.1822,100.3436,99.2674
95.95129,98.78461,98.1613,99.6307
95.7691,98.1004,96.7699,99.5916
95.9412,100.0997,98.83739,99.2249
96.0633,98.8422,99.5378,99.4365
95.2007,97.3743,98.8572,99.0426
95.925,99.2209,97.7565,98.012
96.53139,100.7411,98.412,98.8018
96.5215,99.1021,99.9687,98.2547
96.1964,99.1572,102.1929,97.2236
96.6799,99.2201,101.8253,96.9484
97.1632,96.99139,100.0742,99.0589
97.8044,97.1167,101.3807,98.1758
97.0776,99.78439,98.922,99.664
96.7174,99.9378,97.5717,100.1945
97.08131,100.3759,95.4586,99.43501
95.6782,100.8944,93.8864,98.8476
95.5054,101.7422,91.6578,100.1339
96.4853,101.9718,92.0485,100.79
96.68491,101.0048,93.1465,101.5132
96.1301,99.0114,92.7687,102.3209
95.228,99.7133,93.8787,101.3801
93.6569,99.7498,93.8513,100.7957
95.0892,98.1051,95.6031,102.9737
94.749,97.7506,96.6413,101.2634
96.0764,99.64799,95.5135,101.0731
94.80659,99.3863,96.5761,103.2334
94.3981,99.89439,97.0338,102.7187
94.47369,100.0091,98.4761,101.1366
93.9993,100.4806,98.8246,102.268
92.9992,100.8606,99.0401,101.8727
93.8361,101.589,99.3796,100.1249
92.5604,101.5714,100.8258,99.2647
95.0771,104.2323,100.8673,98.3843
95.6522,101.7473,100.0912,98.3896
94.2088,101.9457,100.4537,98.6775
94.679,99.8437,98.3748,99.697
93.542,99.059,97.7008,100.3916
93.8119,100.5125,98.6613,100.1336
94.4352,99.4784,99.23569,101.7569
94.9748,99.48521,99.8011,100.516
93.3119,101.9127,100.6153,100.4606
93.8447,100.2992,101.9271,100.0985
92.20741,101.0074,101.5981,98.9619
90.8983,100.9988,100.773,98.2696
90.4586,99.2739,99.9838,100.2868
92.8176,97.98251,101.8599,99.8101
94.1142,97.2404,101.6957,100.5352
94.6594,96.6888,100.8212,101.1308
94.6993,96.8195,99.0705,98.826
94.5672,97.1047,98.9649,98.5937
92.6769,98.494,100.488,100.906
93.3278,96.9108,99.9281,100.9439
94.6539,98.6277,99.3646,99.6744
95.5308,98.65871,99.8557,97.0108
95.3098,97.4006,100.3719,96.2879
93.798,97.8895,98.7288,98.7165
93.0928,97.48631,101.4859,98.4344
94.2426,97.4061,100.0298,97.2801
94.5667,96.4232,101.1024,98.2916
95.2949,96.6232,101.3788,100.3072
95.4606,96.4119,102.3365,100.8223
94.6215,95.4129,101.7925,99.9673
96.8436,97.7721,100.6881,98.6431
99.0147,97.7566,97.5745,99.4554
100.6952,95.8855,97.8588,98.6994
99.3767,95.4402,98.19521,97.9431
99.0282,96.2207,97.5,98.3972
98.9394,98.3615,98.4357,98.3777
97.7498,99.411,97.0057,98.9115
96.5722,98.218,97.3295,98.9968
97.26859,97.5248,96.9482,98.65649
96.66331,97.8658,96.5659,98.8595
96.3058,98.81419,95.765,98.1153
95.9084,99.5146,96.8141,98.7579
96.1409,99.6909,97.67519,98.1322
97.5895,99.1155,99.6207,98.7739
97.3913,98.4442,98.7703,99.521
97.8882,96.6786,97.0281,99.8703
97.6903,98.1067,97.7567,100.0356
97.2865,97.6734,98.9427,101.0078
97.475,100.2463,99.3446,101.5094
97.6208,102.752,99.6214,100.3544
98.6243,103.9757,98.8402,101.92
100.2463,103.0631,99.0095,100.234
102.008,103.0827,99.5,100.0404
101.6603,102.8284,100.1017,100.4578
99.7411,103.3502,97.5879,100.4587
97.4388,104.3456,94.8966,101.4307
97.7478,104.8633,95.3671,102.412
96.9407,104.6886,96.5716,102.8028
97.3153,104.548,95.0588,103.3193
95.9699,102.6866,95.6467,100.9068
97.1298,100.0927,95.6068,102.2507
99.194,99.4766,96.1481,103.2805
98.47591,101.739,96.8124,100.5751
100.2424,102.4609,97.4072,101.8731
99.5196,102.8358,97.6918,105.0115
97.8024,102.7474,96.4018,105.1666
97.8937,103.2752,98.1625,101.681
96.8881,104.1799,99.0149,101.6548
96.3387,102.9491,98.2808,100.6415
97.30579,103.6015,97.5774,100.1285
96.9217,103.9017,96.7833,98.9353
96.4067,102.2888,99.0733,99.2187
95.5535,101.1683,99.8381,98.211
94.7899,101.6619,99.2927,97.18819
95.74651,101.9402,98.5273,96.8653
96.533,102.116,99.6758,98.4697
97.9407,101.3876,100.3987,100.2313
97.2655,102.2991,100.4157,99.1567
95.89301,102.982,100.9449,100.0832
96.5493,100.7194,101.0604,101.4867
95.1055,100.2832,100.5201,101.6544
94.3723,103.1845,101.119,102.7898
95.2066,100.5868,100.6103,101.9098
96.4014,102.327,99.8311,98.403
97.3516,101.3855,100.2307,98.41071
98.9795,101.652,100.7131,99.2274
96.78091,101.7548,99.3268,98.8258
97.81281,102.8363,100.7312,98.58659
96.3123,102.3977,100.3475,97.7533
97.56931,105.1669,100.1542,98.11131
97.23109,106.4605,100.6843,99.615
96.4367,105.2978,99.83611,99.9968
97.3989,104.2715,99.5007,99.1965
97.3293,105.5742,102.1512,97.2593
96.65189,105.8693,101.3103,96.0249
95.0592,105.1277,101.681,96.9537
96.9085,105.4681,100.8191,96.27299
96.4898,103.6175,100.7381,96.0624
98.50359,104.1498,103.0103,98.8927
99.1058,105.0017,102.3533,99.952
98.1748,103.1603,101.1473,98.2561
96.8961,105.9963,99.49509,98.8414
96.0064,107.779,100.3956,99.0108
96.20589,105.623,99.5877,100.5918
96.9739,106.1714,100.6661,98.8019
95.6072,105.8874,102.3468,97.5724
94.4026,104.4899,100.2186,98.7574
94.5781,104.0101,99.5066,98.0947
94.9395,102.9982,98.9115,100.6588
94.7861,103.4985,99.9666,100.5634
95.6655,105.2693,98.9099,99.4225
96.55,104.8703,98.2047,99.1993
95.7468,107.2593,99.4558,97.4818
97.9777,106.2143,97.5179,96.4907
97.80299,105.1102,97.507,96.55331
96.6289,104.1834,97.5738,98.2326
94.9978,105.0659,96.8699,98.0095
94.924,104.7214,96.72211,97.4182
95.0332,103.8697,96.6009,96.1097
96.0982,104.4765,96.54379,96.41441
98.0708,104.21,97.8191,95.8003
99.7001,105.2109,100.8345,95.74969
98.164,103.7134,99.5093,95.4879
97.2948,103.4046,98.1212,95.0629
97.2531,104.0138,98.0361,97.7868
97.0145,102.9668,97.9239,99.5518
96.8219,103.6511,98.47,98.5881
96.7929,103.4931,97.6544,98.1422
94.825,103.6595,95.7085,100.0425
94.9403,103.7053,94.8164,100.5245
93.96609,102.1803,94.3392,100.2908
91.9547,103.6977,96.8879,100.3987
94.1507,103.9647,98.0034,100.8697
92.4517,102.7614,99.385,103.1663
93.2582,104.0195,99.0466,101.8647
92.8772,103.9352,98.478,102.4067
94.05341,102.8118,97.4273,102.422
96.07339,102.2608,95.71471,100.1483
97.9614,100.9636,94.9347,101.2163
96.699,102.0084,98.0505,99.5847
97.7755,101.8149,99.3932,98.2359
98.3902,103.7018,102.5647,99.9422
97.6414,105.8152,100.9811,102.1254
96.4306,105.2838,100.7987,103.0868
96.2702,105.4346,102.4482,103.5352
95.2244,105.9911,101.2392,103.9252
94.6606,106.2361,101.1488,103.2186
95.6408,106.4449,100.8113,104.3198
96.96819,104.1593,100.1314,102.3302
97.9352,104.0333,100.7558,99.5475
97.0906,103.8191,99.993,98.6213
95.8865,103.5004,99.47189,98.6851
98.2803,102.9746,101.1904,98.2327
97.37189,102.8046,101.6289,97.8302
97.1944,103.1706,101.9225,98.3215
97.4453,104.2579,101.2355,99.9349
94.9959,101.2828,100.9801,99.3848
95.7389,101.9112,100.4588,99.2566
97.4687,102.7681,100.4022,97.5111
96.31689,101.0341,98.6944,96.7513
96.8131,102.1155,98.6992,97.05
97.069,103.1156,100.6644,98.3693
97.0217,105.4018,100.1636,97.5209
97.3182,107.5019,100.4516,98.9275
97.0449,107.4918,99.6497,97.7126
99.278,104.4535,101.5202,97.3204
99.7873,105.8117,100.3809,97.3656
97.305,106.6466,99.6814,98.09541
97.9583,104.4996,101.8976,97.9183
95.4177,106.5449,102.5463,96.9904
98.1159,106.3308,100.7935,96.3861
98.599,105.1913,101.0936,96.1656
97.0791,105.0286,101.2025,96.5708
97.0517,103.0275,100.1808,98.1843
95.34911,104.7625,100.541,99.4691
95.4157,107.8719,99.6943,99.4542
95.077,106.9732,98.3553,98.669
96.5652,105.2676,97.50829,99.6879
96.1295,103.04,98.6223,99.9909
95.9203,103.0235,97.9004,98.4972
96.75581,104.722,99.991,99.6079
96.1051,104.6844,98.1063,100.366
98.3223,104.6222,96.4247,100.3816
98.1921,104.4552,95.5628,99.7472
98.4178,103.6717,95.5495,99.6348
99.2626,104.6017,93.8419,100.5294
96.36,104.7057,93.2669,99.5016
96.596,103.2382,94.9217,99.7971
97.631,103.1864,96.94,101.0907
96.519,103.3619,98.2335,99.9543
97.3111,103.1541,97.50639,99.7289
99.24741,102.7275,97.8689,100.9662
99.2453,104.3988,98.821,100.385
98.1271,104.6426,99.9789,99.4612
98.7923,104.4189,100.9216,98.9191
99.0839,105.3761,99.903,98.167
99.06651,105.4448,100.9852,100.235
99.4864,104.1379,99.9819,100.4452
97.2933,105.6604,100.4591,98.9984
96.4447,105.2273,100.4678,98.7489
96.8919,108.5043,98.1927,99.172
96.2941,107.9004,98.5514,97.68591
97.1422,106.885,99.5757,98.8339
97.9401,106.9162,99.9613,96.9452
98.4795,107.4362,99.8415,97.9073
99.9493,107.1563,98.5808,97.7686
99.2169,108.096,99.0981,97.56969
99.3445,107.6777,97.2175,99.0655
99.7547,107.7648,97.6437,99.851
100.0657,104.8069,98.9049,97.7767
101.3219,103.9922,99.6952,97.6992
99.1176,104.0959,98.5233,97.8252
98.5467,105.6844,99.2069,98.6588
99.2678,106.09,99.048,100.5077
98.0625,105.1391,98.1597,101.1942
98.8071,105.864,99.0333,99.8778
98.3145,107.081,99.2165,99.3193
98.7379,105.8,99.4337,100.3263
100.3126,105.3185,98.7696,100.6868
98.8265,107.8352,99.8681,100.2603
100.1382,107.4372,100.3831,99.1687
98.5117,108.7806,99.6916,97.746
96.5696,109.8345,99.9024,97.7353
95.6589,109.788,99.2179,99.24619
98.3681,106.7078,99.8977,98.55441
98.6653,104.3315,99.1145,98.3605
98.9274,104.4694,99.9777,98.39709
97.9753,105.0171,98.4229,99.8615
96.2071,106.7402,97.4402,98.5546
96.44749,107.1672,97.31371,98.2333
96.41821,107.6434,97.6053,100.9801
97.1767,109.1994,100.7122,101.4934
96.37811,108.6734,101.7079,100.7272
95.10439,107.8693,102.1916,100.3601
95.0462,105.5624,102.9373,102.1318
92.6981,104.9673,101.8557,100.4296
93.0888,103.4681,102.7577,99.0958
93.1656,102.5594,104.6028,98.6721
93.3096,103.2868,102.6861,100.3662
95.4246,105.0644,102.302,100.1285
96.2049,105.6197,101.861,101.0312
96.1646,105.2211,100.9005,100.025
94.27219,106.9886,101.3517,99.5299
94.8001,111.0343,101.0786,102.8633
95.8454,109.1089,101.5389,102.0549
95.527,108.6895,100.9836,102.9818
95.7152,107.1223,102.1502,101.5505
97.16241,106.5315,103.7845,100.9474
97.7915,106.6173,102.3388,99.34821
98.7182,107.0262,103.0479,100.3063
100.2359,106.797,103.0768,101.1027
100.2952,106.229,103.4901,99.2027
100.4311,107.763,106.0797,97.4387
99.4937,107.2325,107.2074,96.3554
97.5924,108.0673,106.2015,95.3578
98.85899,106.2371,104.8757,95.9797
97.6584,107.1429,104.8614,95.415
96.6793,107.0988,104.0653,94.2612
95.5107,104.1837,104.7288,95.3995
96.6788,106.9001,103.6646,96.36861
95.7288,105.0181,105.7083,95.103
94.8996,105.6794,104.2242,95.3096
95.6329,107.4197,105.6559,96.6624
97.0557,105.6722,107.3371,94.5236
96.9775,105.5121,104.6372,95.4
96.968,108.2954,103.0099,96.5112
96.1551,107.3838,102.0135,97.6864
97.0312,106.4817,104.0238,97.8715
97.0907,107.4563,105.8086,97.5391
96.7579,107.1134,106.7725,97.4904
97.521,105.5451,105.6431,97.8667
97.873,105.4283,106.4661,100.5696
97.6496,105.0052,106.4658,99.758
98.59991,105.7983,105.7212,100.2652
98.3568,105.2281,105.7892,98.3836
97.4391,106.3224,107.6045,98.6964
98.4757,107.5634,108.0748,97.6842
97.4627,108.3299,108.0559,97.90051
97.8223,107.9367,108.39,97.5905
95.7277,106.6847,107.4017,97.7823
95.7122,107.8822,107.0208,97.3171
97.837,107.0122,106.476,96.8362
97.0698,107.8919,104.4097,96.7871
97.1542,109.1267,105.2067,95.7899
97.7116,108.5929,106.2031,96.1912
96.3239,109.8949,106.0313,98.1317
95.5074,111.5688,105.9743,101.0193
94.5651,110.4018,105.9934,102.6322
94.5467,108.9912,107.1192,102.0553
96.9718,109.1357,106.6883,102.2242
97.33379,108.664,105.5779,103.2195
96.1395,109.4256,105.8853,103.0918
94.0479,110.705,104.4343,101.7172
93.3289,110.7756,106.1889,100.1621
93.396,111.2498,106.0258,100.9893
94.2653,112.2997,107.1466,99.4612
94.8146,110.9846,106.1892,100.1343
95.6975,109.4557,106.6509,99.0903
96.0042,108.9832,105.1625,97.8685
95.33459,111.6748,104.227,97.4402
95.87399,111.6925,104.3059,97.5063
98.4471,108.444,102.9049,95.8988
97.15549,109.3681,103.4268,97.0686
98.5651,110.0401,102.7921,97.9002
101.0038,108.418,104.4169,97.887
99.0254,108.7879,103.6346,98.3828
99.535,111.0664,102.265,98.3707
97.4925,110.0459,102.4674,99.1289
97.8867,108.5621,103.7537,99.4839
98.1275,108.0431,103.6759,98.9371
97.0096,106.5763,103.5646,97.2319
98.3654,104.1978,102.1648,97.96381
98.561,104.5057,100.7175,97.0195
99.4266,104.7385,101.0606,99.2095
100.3485,104.0743,100.0552,100.4916
97.8844,104.1352,101.1452,100.4593
97.0227,106.2092,101.4681,98.8023
95.2385,105.9789,100.9609,99.4861
93.8642,106.3581,101.7366,98.288
95.8833,105.357,102.4642,98.9813
94.8596,105.5294,100.2347,98.6875
94.8301,104.8704,102.7703,97.0837
